date,p,pet,tmean,qobs
2001-06-15,0,1.06,2.3142008,0.243153376845296
2001-06-16,0,0.95,0.98074867,0.224916873581899
2001-06-17,0,0.87,1.1049375,0.217318330555483
2001-06-18,0,0.89,0.48341149,0.218838039160766
2001-06-19,0,1.18,1.6237893,0.218838039160766
2001-06-20,0,1.54,6.7483727,0.234035125213597
2001-06-21,0,1.44,7.383114,0.237074542424164
2001-06-22,0,1.33,8.3006069,0.224916873581899
2001-06-23,0,1.23,2.4926755,0.232515416608314
2001-06-24,0,0.86,0.96865901,0.218838039160766
2001-06-25,0,1.47,5.0962797,0.221877456371333
2001-06-26,0,2.06,8.282202,0.237074542424164
2001-06-27,0,1.79,8.7791358,0.230995708003031
2001-06-28,0,1.5,7.4181244,0.224916873581899
2001-06-29,0,1.16,3.659298,0.237074542424164
2001-06-30,0,1.4,6.7497255,0.227956290792465
2001-07-01,0,1.3,6.1419936,0.24011395963473
2001-07-02,0,1.34,6.6010603,0.238594251029447
2001-07-03,0,1.5,6.6647945,0.234035125213597
2001-07-04,0,1.62,5.9582119,0.223397164976616
2001-07-05,0,1.68,8.3987124,0.224916873581899
2001-07-06,0,1.46,9.9760226,0.229475999397748
2001-07-07,0,1.45,4.3489902,0.234035125213597
2001-07-08,4.4825885,1.14,4.2827071,0.241633668240013
2001-07-09,0.0089848304,1.3,3.4203343,0.238594251029447
2001-07-10,3.8268192,0.83,0.81797075,0.246192794055862
2001-07-11,0,1.15,2.4326057,0.232515416608314
2001-07-12,0,1.27,4.9950268,0.246192794055862
2001-07-13,0,1.21,5.0435647,0.237074542424164
2001-07-14,0,1.48,6.3284091,0.224916873581899
2001-07-15,0,1.26,6.1664116,0.232515416608314
2001-07-16,0,1.4,5.1047868,0.235554833818881
2001-07-17,24.071166,0.83,1.0771987,0.249232211266428
2001-07-18,32.535914,1.01,1.9127669,0.250751919871712
2001-07-19,40.821979,0.74,1.5562795,1.82365032633972
2001-07-20,0,0.9,1.5130352,0.481747627874743
2001-07-21,0,1.18,2.1561102,0.341934436188698
2001-07-22,0,1.14,3.9519536,0.363210356662661
2001-07-23,0,1.07,2.6749209,0.37232860829436
2001-07-24,0,1.08,0.28681148,0.360170939452095
2001-07-25,0,0.85,-3.3882263,0.358651230846812
2001-07-26,0,0.84,-2.7133687,0.32825705874115
2001-07-27,0,1.06,0.36769225,0.326737350135867
2001-07-28,0.0058632123,1.26,5.4091136,0.314579681293602
2001-07-29,10.598853,0.8,2.4475282,0.314579681293602
2001-07-30,11.125588,0.86,1.9701703,0.32825705874115
2001-07-31,0,1.65,5.5024948,0.311540264083036
2001-08-01,0,1.62,8.2396454,0.314579681293602
2001-08-02,0,1.52,7.3951103,0.313059972688319
2001-08-03,0,1.58,6.5920887,0.325217641530583
2001-08-04,0.013734419,1.37,4.2403804,0.322178224320017
2001-08-05,0.0089848304,1.03,-1.3613963,0.32825705874115
2001-08-06,0,1.26,-0.043834638,0.305461429661903
2001-08-07,0,1.71,7.2657646,0.30394172105662
2001-08-08,0,1.71,4.7347081,0.310020555477752
2001-08-09,0,1.27,3.6798431,0.313059972688319
2001-08-10,0,1.64,7.2782042,0.331296475951716
2001-08-11,0,1.79,7.5891907,0.351052687820396
2001-08-12,0,1.43,2.2950601,0.369289191083793
2001-08-13,0,1.75,4.6036285,0.34801327060983
2001-08-14,0,1.44,5.2787454,0.366249773873227
2001-08-15,0,1.41,3.6901477,0.358651230846812
2001-08-16,0.017969661,1.17,2.2584175,0.352572396425679
2001-08-17,1.8306047,1.08,-0.70902659,0.349532979215113
2001-08-18,0,1.26,-0.036712117,0.340414727583415
2001-08-19,0,1.66,1.8744145,0.338895018978131
2001-08-20,0,2.09,5.4162699,0.329776767346433
2001-08-21,0,2.09,9.4141418,0.360170939452095
2001-08-22,0,1.98,8.6996032,0.378407442715492
2001-08-23,0,1.88,8.7736156,0.425518409479268
2001-08-24,0,1.84,6.1583748,0.457432290190213
2001-08-25,39.896755,1.39,3.5381377,0.430077535295117
2001-08-26,12.055657,1.08,-1.9277625,0.414880449242286
2001-08-27,3.6257882,1.36,0.7169642,0.417919866452853
2001-08-28,0.04045427,1.72,4.4685595,0.466550541821912
2001-08-29,0.0081665469,1.57,6.0607662,0.484787045085309
2001-08-30,0,1.65,3.5090021,0.493905296717008
2001-08-31,0.017969661,1.62,5.6660743,0.530378303243802
2001-09-01,0.022719249,0.96,1.4540334,0.518220634401537
2001-09-02,1.36867,1.18,-0.73879915,0.472629376243044
2001-09-03,0,1.25,-0.10591695,0.451353455769081
2001-09-04,0,1.43,1.1622738,0.451353455769081
2001-09-05,0,1.36,2.5155171,0.443754912742665
2001-09-06,0,1.56,2.7233051,0.446794329953231
2001-09-07,0,1.57,3.1859833,0.451353455769081
2001-09-08,0,1.7,2.4814431,0.463511124611346
2001-09-09,0,1.87,2.0060194,0.490865879506441
2001-09-10,0,2.28,5.0344617,0.490865879506441
2001-09-11,0.049673741,2.06,7.056805,0.559252766744181
2001-09-12,0.022793476,1.71,0.85864757,0.604844024902674
2001-09-13,0,1.85,2.343783,0.554693640928332
2001-09-14,0,2.09,2.312902,0.541016263480784
2001-09-15,0,2.12,4.5091281,0.54405568069135
2001-09-16,0,2.17,5.3214117,0.579008978612861
2001-09-17,0,2.1,3.3656949,0.633718488403053
2001-09-18,0,2.36,5.1456578,0.641317031429468
2001-09-19,0,2.52,6.3879782,0.610922859323806
2001-09-20,0,2.68,7.9721804,0.609403150718523
2001-09-21,0,2.53,8.7210773,0.67171120353513
2001-09-22,0,2.33,7.1880135,0.747696633799285
2001-09-23,0,1.84,4.6764337,0.753775468220418
2001-09-24,0,2.26,4.3245558,0.738578382167587
2001-09-25,0,2.2,3.2478005,0.685388580982678
2001-09-26,2.3003737,1.87,1.8786878,0.692987124009094
2001-09-27,0.0048238154,1.77,-0.50666114,0.639797322824185
2001-09-28,0.0047495884,2.14,1.1290106,0.600284899086825
2001-09-29,2.2886054,1.52,-0.26507181,0.591166647455126
2001-09-30,0,2.07,0.97929983,0.572930144191729
2001-10-01,0,2.85,6.584014,0.507582674164555
2001-10-02,0,2.9,8.7284404,0.477188502058894
2001-10-03,0,2.72,6.1354243,0.521260051612103
2001-10-04,0,3.18,8.218922,0.603324316297391
2001-10-05,0,2.85,7.9935221,0.711223627272491
2001-10-06,0.0089848304,2.36,4.4696738,0.876871865248349
2001-10-07,0,2.62,4.2041084,0.863194487800801
2001-10-08,0,3.33,8.1341488,0.852556527563819
2001-10-09,0,3.59,10.746368,0.937660209459673
2001-10-10,0,3.34,9.8937667,1.11242669906723
2001-10-11,0,3.33,9.810276,1.29023260588535
2001-10-12,0,3.47,11.111799,1.40421075128158
2001-10-13,0,3.74,11.22338,1.48323559875631
2001-10-14,0,3.3,10.936137,1.56529986344159
2001-10-15,0,3.32,10.901372,1.61089112160009
2001-10-16,0,3.6,11.92853,1.64128529370575
2001-10-17,0,3.35,10.754388,1.7172707239699
2001-10-18,0,3.32,9.8943725,1.82365032633972
2001-10-19,0,2.9,8.9592954,1.86924158449821
2001-10-20,0,3.07,8.337283,1.83884741239255
2001-10-21,0,3.35,9.7579,1.7172707239699
2001-10-22,0,3.31,10.23116,1.7628619821284
2001-10-23,0,2.65,8.9639282,1.74766489607557
2001-10-24,0,3.33,9.2982676,1.64128529370575
2001-10-25,0,3.42,10.420547,1.68687655186424
2001-10-26,0,2.75,9.4888271,1.80845324028689
2001-10-27,5.9012451,2,5.318992,2.02121244502652
2001-10-28,0.026136208,2.67,5.1795534,1.77805906818123
2001-10-29,0,3.39,7.2356292,1.62608820765292
2001-10-30,0,3.56,10.866887,1.58049694949442
2001-10-31,0,3.47,11.328186,1.64128529370575
2001-11-01,0,3.42,10.533036,1.79325615423406
2001-11-02,0,3.12,9.4073408,1.93002992870954
2001-11-03,0,3.49,9.9851412,2.00601535897369
2001-11-04,0,3.06,7.4794105,2.03640953107935
2001-11-05,0,2.62,6.1006323,1.9604241008152
2001-11-06,0,2.83,7.1943715,1.83884741239255
2001-11-07,0,2.86,7.0450149,1.68687655186424
2001-11-08,0,2.68,7.127799,1.53490569133593
2001-11-09,0.013734419,2.4,5.2177945,1.45588084386121
2001-11-10,0,3.17,7.785872,1.36469832754422
2001-11-11,0,3.96,11.382262,1.31758736078045
2001-11-12,0,3.4,8.2791426,1.40876987709743
2001-11-13,0,3.08,7.5069577,1.50299181062499
2001-11-14,0,3.16,7.2969101,1.58049694949442
2001-11-15,0,3.68,8.2395478,1.56529986344159
2001-11-16,0,3.73,9.6663664,1.61089112160009
2001-11-17,0,3.95,11.519174,1.62608820765292
2001-11-18,0,4.01,11.068244,1.73246781002273
2001-11-19,0,3.86,10.525712,1.74766489607557
2001-11-20,0,3.62,10.293048,1.7172707239699
2001-11-21,0,4.36,11.966845,1.67167946581141
2001-11-22,0,4.32,11.59436,1.73246781002273
2001-11-23,0,3.56,8.8920341,1.7628619821284
2001-11-24,0,4.08,9.1089854,1.67167946581141
2001-11-25,0,4.04,10.085279,1.58049694949442
2001-11-26,0,4.67,12.23097,1.5197086052831
2001-11-27,0,4.55,12.883222,1.45436113525593
2001-11-28,0,4.37,10.994011,1.37381657917592
2001-11-29,0,4.41,13.26787,1.36469832754422
2001-11-30,0,4.3,12.589767,1.29783114891177
2001-12-01,0,3.66,9.4230912,1.24008222191101
2001-12-02,1.3773727,2.57,6.4429355,1.23704280470044
2001-12-03,0,2.89,7.9086368,1.13978145396233
2001-12-04,0,3.96,11.105497,1.05619748067175
2001-12-05,0,4.27,13.285508,1.03948068601364
2001-12-06,0,4.25,12.905354,1.03340185159251
2001-12-07,0,4.13,13.257576,1.00452738809213
2001-12-08,0,4.53,12.82962,0.977172633197034
2001-12-09,0,4.6,12.900613,0.960455838538919
2001-12-10,0,4.33,12.583786,0.930061666433257
2001-12-11,0,4.86,13.609566,0.882950699669481
2001-12-12,0,4.72,14.425074,0.791768183352495
2001-12-13,0,4.38,12.918856,0.814563812431742
2001-12-14,0.019758649,4.57,14.561577,0.813044103826459
2001-12-15,0.012106449,5.36,15.924764,0.762893719852116
2001-12-16,0.022204903,5.41,17.796223,0.77961051451023
2001-12-17,1.3106457,4.39,14.615636,0.753775468220418
2001-12-18,0,4.47,14.689646,0.727940421930605
2001-12-19,0,4.73,13.712945,0.703625084246075
2001-12-20,0,4.28,12.84677,0.692987124009094
2001-12-21,0,3.91,11.983309,0.674750620745697
2001-12-22,0,4.73,14.521867,0.633718488403053
2001-12-23,0,4.97,16.058316,0.597245481876258
2001-12-24,0,4.58,13.180885,0.583568104428711
2001-12-25,0.23360691,3.75,12.026004,0.591166647455126
2001-12-26,0.067720519,3.86,12.650198,0.626119945376637
2001-12-27,0.017159974,3.89,14.227545,0.575969561402295
2001-12-28,0,4.44,13.869418,0.585087813033994
2001-12-29,0,4.41,13.565864,0.582048395823427
2001-12-30,0,4.58,13.900434,0.565331601165313
2001-12-31,0,4.32,12.896635,0.548614806507199
2002-01-01,0,4.31,13.63904,0.531898011849085
2002-01-02,0,4.48,13.400673,0.483267336480026
2002-01-03,0,4.25,13.088224,0.463511124611346
2002-01-04,0,3.69,10.344942,0.461991416006062
2002-01-05,0,4.48,12.124038,0.457432290190213
2002-01-06,0,4.55,13.297533,0.458951998795496
2002-01-07,0,3.85,11.304443,0.449833747163798
2002-01-08,0,4.11,12.221397,0.448314038558515
2002-01-09,0,4.72,14.918044,0.445274621347948
2002-01-10,0,4.9,15.828147,0.433116952505684
2002-01-11,0,5.06,17.115389,0.425518409479268
2002-01-12,0,4.66,15.120055,0.41640015784757
2002-01-13,0,4.33,13.149561,0.423998700873985
2002-01-14,0,4.1,12.365018,0.423998700873985
2002-01-15,0.004235242,3.93,12.053351,0.4315972439004
2002-01-16,0.016637031,3.85,12.20152,0.425518409479268
2002-01-17,0.004235242,3.79,12.42942,0.413360740637003
2002-01-18,0,3.89,11.355181,0.410321323426437
2002-01-19,0,3.83,11.104113,0.41184103203172
2002-01-20,0,3.98,11.84605,0.405762197610588
2002-01-21,0,4.32,12.824337,0.404242489005305
2002-01-22,0,4.25,13.15156,0.390565111557757
2002-01-23,0,4.46,12.079765,0.358651230846812
2002-01-24,0,4.55,13.894208,0.370808899689076
2002-01-25,0,4.23,13.661403,0.384486277136624
2002-01-26,0,3.88,11.607456,0.408801614821154
2002-01-27,0,4.91,15.111767,0.395124237373606
2002-01-28,0,4.31,13.712022,0.381446859926058
2002-01-29,0,4.41,13.920373,0.36776948247851
2002-01-30,0,3.94,12.557849,0.346493562004547
2002-01-31,0,4.87,15.4576,0.34801327060983
2002-02-01,0,4.69,17.192136,0.325217641530583
2002-02-02,0,4.73,16.757496,0.319138807109451
2002-02-03,0,4.63,16.891534,0.338895018978131
2002-02-04,0,4.1,16.262371,0.335855601767565
2002-02-05,0,3.69,11.955407,0.314579681293602
2002-02-06,0,3.66,12.179766,0.30394172105662
2002-02-07,0,3.39,11.181712,0.300902303846054
2002-02-08,0,3.45,11.453336,0.290264343609072
2002-02-09,0,3.52,12.011176,0.322178224320017
2002-02-10,0,3.51,11.716921,0.338895018978131
2002-02-11,0,3.71,12.62194,0.341934436188698
2002-02-12,0,3.84,14.136924,0.313059972688319
2002-02-13,0,3.88,13.689614,0.331296475951716
2002-02-14,0,3.64,12.939527,0.325217641530583
2002-02-15,0.004235242,3.8,13.784096,0.313059972688319
2002-02-16,0,4.04,14.176581,0.300902303846054
2002-02-17,0,4.2,14.548362,0.302422012451337
2002-02-18,0,3.9,14.598177,0.297862886635488
2002-02-19,0.013220072,3.37,13.386047,0.305461429661903
2002-02-20,0.028817706,3.25,11.838072,0.319138807109451
2002-02-21,0.0023033345,3.44,11.864136,0.306981138267186
2002-02-22,0,3.67,13.337505,0.296343178030205
2002-02-23,0,3.69,14.284789,0.305461429661903
2002-02-24,0,3.75,13.723667,0.302422012451337
2002-02-25,0,3.84,14.105296,0.299382595240771
2002-02-26,0,3.44,13.93268,0.30394172105662
2002-02-27,0,3.06,12.722964,0.300902303846054
2002-02-28,0,3.51,11.651129,0.308500846872469
2002-03-01,0,3.84,14.844996,0.320658515714734
2002-03-02,0,3.81,13.782569,0.331296475951716
2002-03-03,0,3.82,14.067564,0.335855601767565
2002-03-04,0,3.97,15.919908,0.326737350135867
2002-03-05,0,4.05,14.821605,0.317619098504168
2002-03-06,0,3.76,14.774196,0.338895018978131
2002-03-07,0,3.65,14.463436,0.329776767346433
2002-03-08,0,3.56,14.031047,0.326737350135867
2002-03-09,0,3.73,14.341958,0.329776767346433
2002-03-10,0,3.6,13.34528,0.319138807109451
2002-03-11,0,3.77,14.872414,0.329776767346433
2002-03-12,0,3.6,14.614785,0.313059972688319
2002-03-13,0,3.48,12.935965,0.308500846872469
2002-03-14,0,3.11,12.816639,0.275067257556241
2002-03-15,0,3.08,12.577101,0.273547548950958
2002-03-16,0,3.17,12.824991,0.27962638337209
2002-03-17,0,3.3,13.6909,0.282665800582657
2002-03-18,0,3.17,12.601357,0.268988423135109
2002-03-19,0,3.24,11.911856,0.272027840345675
2002-03-20,0,3.85,16.074684,0.290264343609072
2002-03-21,0,3.36,14.694173,0.310020555477752
2002-03-22,0,3.41,15.032714,0.320658515714734
2002-03-23,0,3.47,14.591907,0.343454144793981
2002-03-24,0,3.08,12.426149,0.326737350135867
2002-03-25,0,3.05,11.891927,0.306981138267186
2002-03-26,0,3.06,11.748271,0.299382595240771
2002-03-27,0,3.14,12.720713,0.299382595240771
2002-03-28,0,2.62,10.228211,0.308500846872469
2002-03-29,0.0089848304,1.74,4.2545913,0.370808899689076
2002-03-30,0,2.41,6.2612027,0.379927151320775
2002-03-31,0,2.94,11.190375,0.358651230846812
2002-04-01,0,3,12.080084,0.299382595240771
2002-04-02,0,3.03,11.174829,0.249232211266428
2002-04-03,0,2.91,12.109179,0.234035125213597
2002-04-04,0,3.03,12.562903,0.237074542424164
2002-04-05,0,2.81,11.883893,0.238594251029447
2002-04-06,0,2.29,9.4949178,0.24011395963473
2002-04-07,0,2.69,10.044624,0.244673085450579
2002-04-08,0,2.63,9.5110227,0.265949005924543
2002-04-09,1.8781433,2.55,7.4669887,0.268988423135109
2002-04-10,16.050655,1.5,3.8404011,0.414880449242286
2002-04-11,0,2.05,4.72345,0.358651230846812
2002-04-12,0.0081665469,1.72,5.1328633,0.351052687820396
2002-04-13,0.013734419,1.87,5.9376571,0.334335893162282
2002-04-14,0,1.91,6.8382013,0.314579681293602
2002-04-15,2.8736234,1.39,4.8540882,0.308500846872469
2002-04-16,0,1.91,4.8835608,0.299382595240771
2002-04-17,0,2.31,9.5368407,0.294823469424921
2002-04-18,0,2.51,10.922166,0.290264343609072
2002-04-19,0,2.11,8.0168235,0.285705217793223
2002-04-20,0,2.4,9.8697528,0.294823469424921
2002-04-21,0,1.9,8.8955995,0.285705217793223
2002-04-22,0,1.54,5.6086376,0.28418550918794
2002-04-23,0,1.87,8.7283973,0.281146091977374
2002-04-24,0,1.45,4.8202528,0.28418550918794
2002-04-25,0,1.69,5.7957691,0.272027840345675
2002-04-26,0,2.16,8.4662793,0.276586966161524
2002-04-27,0,2.11,10.766301,0.272027840345675
2002-04-28,0,1.43,6.5739978,0.268988423135109
2002-04-29,0,1.7,5.7496544,0.261389880108693
2002-04-30,0,1.86,4.9474941,0.264429297319259
2002-05-01,0,1.9,8.3956068,0.250751919871712
2002-05-02,0,2.09,7.7448262,0.25987017150341
2002-05-03,0,1.99,9.1864751,0.265949005924543
2002-05-04,0,1.58,6.0507589,0.270508131740392
2002-05-05,0,2.05,8.5908199,0.261389880108693
2002-05-06,0,2.07,11.750222,0.256830754292844
2002-05-07,0,1.99,10.799865,0.262909588713976
2002-05-08,0,2.16,10.617797,0.262909588713976
2002-05-09,0,2.22,11.089831,0.270508131740392
2002-05-10,0,2,9.4885521,0.261389880108693
2002-05-11,0,1.9,10.590249,0.264429297319259
2002-05-12,0.0089848304,1.85,10.084537,0.261389880108693
2002-05-13,16.908278,1.51,7.3607114,0.267468714529826
2002-05-14,11.371218,1,4.2517785,0.679309746561546
2002-05-15,4.1014926,1.13,6.7989504,0.486306753690592
2002-05-16,5.3981478,1.13,2.7994846,0.408801614821154
2002-05-17,14.170279,1.02,2.2688754,0.381446859926058
2002-05-18,2.930934,1.03,2.4082844,0.370808899689076
2002-05-19,5.9699341,0.93,-0.074510353,0.361690648057378
2002-05-20,0,1.23,1.8219155,0.341934436188698
2002-05-21,0,1.4,4.6746567,0.357131522241529
2002-05-22,0,1.48,6.9566639,0.381446859926058
2002-05-23,0,1.62,9.2526923,0.366249773873227
2002-05-24,14.919526,1.4,7.1191404,0.375368025504926
2002-05-25,58.415373,0.9,5.3872068,1.21576688422648
2002-05-26,28.577275,0.75,3.1907584,1.79325615423406
2002-05-27,13.880457,0.76,1.8587152,0.712743335877774
2002-05-28,12.499234,0.87,0.18856419,0.364730065267944
2002-05-29,0.013734419,0.81,-1.0201084,0.565331601165313
2002-05-30,0.0047495884,0.82,1.9467771,0.709703918667208
2002-05-31,0.0047495884,0.85,2.5570723,0.901187202932878
2002-06-01,0,1.03,4.4613105,0.965014964354769
2002-06-02,0.0089848304,1.01,4.320809,0.75985430264155
2002-06-03,24.812818,0.92,4.6754691,0.513661508585688
2002-06-04,68.631257,0.77,0.82395376,1.36925745336007
2002-06-05,0.017969661,0.62,-0.63896613,1.08963106998798
2002-06-06,0.0089848304,0.85,0.17572507,1.00452738809213
2002-06-07,0,0.83,2.1427611,1.01212593111854
2002-06-08,0,1.19,2.3253229,0.971093798775901
2002-06-09,0,1.38,2.2483636,0.960455838538919
2002-06-10,0,1.31,6.993967,0.952857295512504
2002-06-11,0,1.11,4.1962309,0.939179918064956
2002-06-12,0,1.03,2.2443321,0.945258752486088
2002-06-13,0,1.08,0.82310773,0.933101083643824
2002-06-14,0,1,0.84317778,0.93158137503854
2002-06-15,0,1.13,3.1953487,0.928541957827974
2002-06-16,0,1.19,4.0504907,0.927022249222691
2002-06-17,0,0.98,1.9225877,0.925502540617408
2002-06-18,0,1.28,2.4332159,0.93158137503854
2002-06-19,0,1.62,6.7360204,0.93158137503854
2002-06-20,0,1.69,5.6624083,0.942219335275522
2002-06-21,0,1.28,4.6120987,0.937660209459673
2002-06-22,0,1.52,7.5067871,0.933101083643824
2002-06-23,0,1.16,9.4688309,0.965014964354769
2002-06-24,0,1.6,9.1674179,1.01516534832911
2002-06-25,0.0089848304,1.47,9.4580272,1.0607566064876
2002-06-26,5.1969365,1.04,4.3633141,1.22792455306875
2002-06-27,0,0.92,3.5448924,1.19753038096308
2002-06-28,0.017969661,0.85,1.991199,1.12306465930421
2002-06-29,0,0.97,1.8721728,1.05163835485591
2002-06-30,0.0089848304,0.81,0.94551205,0.989330302039298
2002-07-01,5.5162131,0.97,0.77239219,0.961975547144203
2002-07-02,0.20895163,0.87,0.57052644,1.02580330856609
2002-07-03,0.004235242,0.9,-0.14607105,0.949817878301938
2002-07-04,0,0.98,1.9973957,0.8723127394325
2002-07-05,0,1.11,1.7420273,0.928541957827974
2002-07-06,0,1.11,1.3616538,0.895108368511746
2002-07-07,0,1.25,3.7309601,0.879911282458915
2002-07-08,0,1.07,4.2192089,0.878391573853632
2002-07-09,0,1.16,4.3256953,0.86775361361665
2002-07-10,0,1.19,3.7304612,0.863194487800801
2002-07-11,0,1.26,2.4127255,0.844957984537404
2002-07-12,0,1.47,5.3840486,0.854076236169102
2002-07-13,0,1.33,7.4892934,0.851036818958536
2002-07-14,0,1.2,6.4235178,0.873832448037783
2002-07-15,0,1.35,5.4046001,0.898147785722312
2002-07-16,0,1.37,6.8949859,0.928541957827974
2002-07-17,0,1.34,7.0021768,0.948298169696655
2002-07-18,0.013734419,1.33,6.9176457,0.951337586907221
2002-07-19,4.3784657,1.06,2.8484891,0.963495255749486
2002-07-20,28.034678,1.05,2.6162576,0.965014964354769
2002-07-21,0.017969661,0.84,-0.44304438,1.04100039461892
2002-07-22,40.946074,0.54,0.0093552341,0.987810593434015
2002-07-23,49.255415,0.7,-0.17756513,0.925502540617408
2002-07-24,0,0.8,-3.4559408,0.773531680089098
2002-07-25,0,0.88,-3.118307,0.896628077117029
2002-07-26,0,0.93,-2.2961853,1.02124418275024
2002-07-27,0,1.39,1.5181331,1.02124418275024
2002-07-28,0,1.48,6.9756969,1.02580330856609
2002-07-29,3.0702988,1.19,3.7851835,1.05771718927704
2002-07-30,6.173397,0.86,-1.6989344,1.03036243438194
2002-07-31,0.0089848304,0.87,-1.1876489,0.990850010644581
2002-08-01,0,1.09,-1.2265811,0.9802120504076
2002-08-02,0,1.5,3.2214438,0.948298169696655
2002-08-03,0,1.22,1.8812877,0.925502540617408
2002-08-04,0.0089848304,1.22,1.8021717,0.923982832012125
2002-08-05,19.448868,1.26,2.3780643,0.910305454564577
2002-08-06,0,1.47,5.4414176,0.917903997590993
2002-08-07,0,1.08,4.4439858,0.923982832012125
2002-08-08,0,1.36,1.8200469,0.978692341802317
2002-08-09,0,1.83,7.9282921,1.00908651390798
2002-08-10,0,1.93,7.058984,1.04252010322421
2002-08-11,0,1.93,7.8393231,1.15801795722572
2002-08-12,0,1.85,8.9187031,1.26591726820082
2002-08-13,0,1.7,7.4713585,1.32518590380686
2002-08-14,0,1.79,7.4451254,1.34950124149139
2002-08-15,0,1.74,6.307596,1.38749395662347
2002-08-16,0,1.86,8.0133949,1.40421075128158
2002-08-17,0.98402706,1.6,5.2119641,1.42244725454498
2002-08-18,5.095384,0.9,-0.86831666,1.47411734712461
2002-08-19,0,0.89,-2.9496087,1.37533628778121
2002-08-20,0,1.27,-0.21946467,1.30846910914875
2002-08-21,0.0089848304,1.65,5.7825492,1.27503551983252
2002-08-22,0.017969661,1.32,5.7908712,1.24616105633214
2002-08-23,7.912842,1.48,4.1947167,1.25223989075327
2002-08-24,0.0081665469,1.83,5.1063808,1.31150852635932
2002-08-25,0,1.86,7.3819509,1.36317861893894
2002-08-26,0,1.84,7.645046,1.4026910426763
2002-08-27,17.074232,1.36,0.92318735,1.58049694949442
2002-08-28,0.0047495884,1.05,-1.9327069,1.58049694949442
2002-08-29,0,1.58,1.1331335,1.43764434059781
2002-08-30,0,1.63,1.0799807,1.3844545394129
2002-08-31,0,1.78,2.1572709,1.30542969193818
2002-09-01,0,1.87,4.3255393,1.32366619520158
2002-09-02,0,1.74,6.3054162,1.34038298985969
2002-09-03,0,1.65,5.9964334,1.37837570499177
2002-09-04,1.4693245,1.69,6.7479661,1.40725016849215
2002-09-05,5.3642325,1.36,0.93437676,1.46347938688763
2002-09-06,0,1.6,0.40725318,1.41028958570272
2002-09-07,0,1.82,6.7058942,1.37077716196536
2002-09-08,0,1.8,6.5671974,1.3221464865963
2002-09-09,0,1.98,6.4557504,1.28719318867479
2002-09-10,0,1.55,2.7215683,1.30087056612233
2002-09-11,0,2.02,3.3481239,1.25223989075327
2002-09-12,0,2.17,5.0969271,1.25983843377969
2002-09-13,0,1.83,5.5257612,1.33886328125441
2002-09-14,0.81987729,1.49,3.8433114,1.38901366522875
2002-09-15,0.017969661,1.83,1.9802844,1.3844545394129
2002-09-16,0.22678395,1.77,2.7737608,1.31454794356988
2002-09-17,0,2.27,4.7661165,1.27503551983252
2002-09-18,0.022719249,1.67,3.7818046,1.2233654272529
2002-09-19,0,2.15,2.9925793,1.21880630143705
2002-09-20,0,2.71,6.8077019,1.21120775841063
2002-09-21,0,2.83,7.7786988,1.23704280470044
2002-09-22,0,2.6,6.4012836,1.26743697680611
2002-09-23,0,3.02,8.9551815,1.2947917317012
2002-09-24,0,3.07,9.5627591,1.411809294308
2002-09-25,0,2.94,8.7712884,1.64128529370575
2002-09-26,0,2.98,9.063922,1.85404449844538
2002-09-27,0,2.5,8.3192835,2.02121244502652
2002-09-28,0,2.64,9.4342525,2.2035774776605
2002-09-29,0,2.34,5.6673983,2.17318330555483
2002-09-30,0,2.93,9.0374791,2.12759204739634
2002-10-01,0,2.87,7.7955627,2.17318330555483
2002-10-02,0,2.61,6.3786005,2.29475999397748
2002-10-03,0,2.61,7.4806882,2.26436582187182
2002-10-04,0,2.53,8.4084219,2.21877456371333
2002-10-05,0,3.14,9.2622767,2.12759204739634
2002-10-06,0,2.54,6.1546034,2.21877456371333
2002-10-07,0,2.75,6.1675192,2.17318330555483
2002-10-08,0,2.77,5.360854,2.12759204739634
2002-10-09,0,3.2,8.731174,2.157986219502
2002-10-10,0,3.07,8.7007502,2.23397164976616
2002-10-11,0,3.2,8.6587239,2.43153376845296
2002-10-12,0,3.84,12.995776,2.56830754292844
2002-10-13,0,3.69,12.261706,2.94823469424921
2002-10-14,0,3.36,9.9105845,3.41934436188698
2002-10-15,0,3.13,9.1973732,3.76887734110209
2002-10-16,0,3.43,10.45299,3.75368025504926
2002-10-17,0,3.41,11.032006,4.19439575058136
2002-10-18,0,3.11,9.6657535,4.66550541821912
2002-10-19,0.53828799,2.8,8.3812231,4.42235204137382
2002-10-20,0,2.27,3.9289482,3.6776948247851
2002-10-21,0,3.2,9.1152779,3.19138807109451
2002-10-22,0,3.29,9.9863612,2.91784052214355
2002-10-23,0.013220072,2.58,7.3240189,2.73547548950958
2002-10-24,0,3.23,7.1895689,2.55311045687561
2002-10-25,0,3.03,7.9445776,2.5987017150341
2002-10-26,0,3.02,7.9252634,2.62909588713976
2002-10-27,0,3.08,8.2968646,2.76586966161524
2002-10-28,0.004235242,3.31,7.7359374,2.94823469424921
2002-10-29,0.053908983,2.91,7.0486692,3.05461429661903
2002-10-30,0,3.55,9.381482,2.91784052214355
2002-10-31,0,3.72,11.713346,3.19138807109451
2002-11-01,0,3.07,8.6076292,3.57131522241529
2002-11-02,0,2.52,7.3892245,3.6776948247851
2002-11-03,0.016341691,2.45,6.4681115,3.34335893162282
2002-11-04,0.013220072,2.91,6.3658872,3.29776767346433
